OrderID,CustomerID,MenuItemID,OrderDate
27026,811,55,2021-09-28
27027,250,7,2021-09-26
27028,708,35,2021-03-07
27029,202,27,2021-03-24
27030,177,27,2021-12-15
27031,964,11,2021-02-14
27032,283,46,2021-05-19
27033,442,48,2021-01-05
27034,28,35,2021-07-14
27035,179,6,2021-02-03
27036,394,31,2021-01-05
27037,984,37,2021-02-18
27038,969,47,2021-04-16
27039,234,22,2021-01-10
27040,337,51,2021-05-22
27041,385,36,2021-03-26
27042,638,14,2021-08-30
27043,625,18,2021-09-20
27044,626,20,2021-07-02
27045,437,23,2021-07-06
27046,887,4,2021-02-09
27047,593,39,2021-12-03
27048,258,4,2021-06-28
27049,949,8,2021-01-19
27050,948,15,2021-11-21
27051,760,9,2021-09-04
27052,96,21,2021-03-02
27053,886,61,2021-10-16
27054,740,21,2021-08-03
27055,778,42,2021-04-19
27056,701,53,2021-01-28
27057,120,10,2021-01-13
27058,856,13,2021-10-31
27059,165,49,2021-10-04
27060,661,58,2021-08-13
27061,761,41,2021-06-10
27062,323,44,2021-02-09
27063,717,48,2021-09-15
27064,37,54,2021-01-22
27065,804,60,2021-04-07
27066,417,25,2021-06-17
27067,191,19,2021-07-07
27068,326,32,2021-02-08
27069,123,30,2021-12-15
27070,373,5,2021-02-26
27071,906,23,2021-07-25
27072,567,15,2021-02-16
27073,634,55,2021-10-11
27074,756,4,2021-12-27
27075,227,26,2021-09-10
27076,841,12,2021-12-31
27077,838,49,2021-05-24
27078,481,23,2021-05-13
27079,377,17,2021-09-16
27080,454,21,2021-01-17
27081,562,23,2021-07-09
27082,51,34,2021-02-01
27083,881,54,2021-10-13
27084,119,44,2021-06-14
27085,654,42,2021-05-22
27086,877,24,2021-08-13
27087,395,50,2021-09-01
27088,245,50,2021-04-26
27089,860,26,2021-06-02
27090,637,15,2021-03-15
27091,211,40,2021-05-22
27092,513,55,2021-07-14
27093,456,27,2021-04-08
27094,22,47,2021-08-26
27095,769,5,2021-10-06
27096,273,35,2021-05-22
27097,568,55,2021-03-30
27098,516,57,2021-07-10
27099,383,2,2021-10-30
27100,534,42,2021-07-27
27101,246,60,2021-03-27
27102,804,20,2021-07-01
27103,765,21,2021-06-10
27104,109,50,2021-05-05
27105,47,60,2021-05-21
27106,922,58,2021-01-17
27107,839,46,2021-02-05
27108,288,53,2021-07-29
27109,748,3,2021-11-30
27110,704,47,2021-01-28
27111,693,53,2021-01-05
27112,976,40,2021-08-08
27113,815,39,2021-10-28
27114,526,24,2021-04-15
27115,356,51,2021-04-03
27116,527,39,2021-11-22
27117,188,27,2021-07-05
27118,617,30,2021-11-23
27119,222,13,2021-12-16
27120,547,17,2021-07-23
27121,683,16,2021-01-02
27122,425,7,2021-04-16
27123,810,13,2021-09-07
27124,496,60,2021-09-30
27125,343,12,2021-03-06
27126,459,15,2021-07-20
27127,34,54,2021-11-26
27128,828,21,2021-12-03
27129,138,9,2021-04-10
27130,429,40,2021-06-24
27131,719,32,2021-08-22
27132,829,1,2021-03-23
27133,669,17,2021-08-16
27134,522,22,2021-04-03
27135,336,55,2021-01-18
27136,924,21,2021-05-09
27137,384,28,2021-10-29
27138,618,45,2021-03-23
27139,419,12,2021-02-10
27140,919,50,2021-12-10
27141,817,10,2021-09-06
27142,750,31,2021-05-27
27143,124,32,2021-02-06
27144,283,18,2021-05-11
27145,163,19,2021-12-12
27146,937,40,2021-03-12
27147,682,5,2021-12-16
27148,933,43,2021-03-17
27149,297,60,2021-10-20
27150,859,49,2021-10-17
27151,793,42,2021-11-07
27152,64,44,2021-07-14
27153,748,13,2021-10-19
27154,45,16,2021-01-04
27155,353,5,2021-01-11
27156,717,1,2021-09-05
27157,272,3,2021-11-17
27158,10,15,2021-02-22
27159,213,38,2021-12-27
27160,43,50,2021-07-03
27161,91,2,2021-06-14
27162,614,52,2021-04-17
27163,818,21,2021-11-23
27164,689,34,2021-10-04
27165,232,32,2021-04-30
27166,90,29,2021-01-14
27167,864,3,2021-07-14
27168,398,57,2021-05-22
27169,898,11,2021-11-13
27170,936,39,2021-07-08
27171,834,24,2021-05-12
27172,220,8,2021-09-04
27173,615,11,2021-11-07
27174,84,19,2021-05-05
27175,153,30,2021-12-29
27176,678,15,2021-09-13
27177,96,29,2021-05-23
27178,745,12,2021-10-23
27179,472,15,2021-01-15
27180,36,16,2021-11-30
27181,405,28,2021-12-24
27182,715,49,2021-11-03
27183,541,38,2021-07-31
27184,383,5,2021-06-05
27185,311,37,2021-09-12
27186,94,39,2021-01-25
27187,20,57,2021-04-14
27188,172,47,2021-03-24
27189,88,52,2021-07-16
27190,569,9,2021-09-12
27191,540,25,2021-10-16
27192,983,18,2021-08-02
27193,220,2,2021-11-19
27194,867,25,2021-07-12
27195,373,17,2021-05-12
27196,714,36,2021-07-08
27197,55,18,2021-08-30
27198,941,1,2021-07-26
27199,899,54,2021-08-24
27200,631,21,2021-10-05
27201,931,61,2021-03-15
27202,972,14,2021-02-28
27203,900,21,2021-01-06
27204,172,53,2021-10-14
27205,914,6,2021-05-26
27206,629,53,2021-07-18
27207,364,59,2021-03-15
27208,973,10,2021-05-07
27209,228,39,2021-12-03
27210,120,51,2021-09-28
27211,297,43,2021-04-20
27212,312,35,2021-01-17
27213,641,17,2021-04-20
27214,919,13,2021-08-22
27215,281,12,2021-02-07
27216,341,39,2021-03-10
27217,634,52,2021-02-18
27218,568,31,2021-04-02
27219,19,60,2021-10-28
27220,255,1,2021-08-25
27221,497,15,2021-06-01
27222,404,29,2021-12-26
27223,416,38,2021-06-06
27224,723,49,2021-03-16
27225,527,24,2021-06-30
27226,374,2,2021-01-20
27227,216,7,2021-12-06
27228,330,17,2021-09-14
27229,459,13,2021-08-10
27230,474,31,2021-01-30
27231,510,29,2021-10-18
27232,618,34,2021-11-07
27233,753,20,2021-10-01
27234,559,57,2021-12-29
27235,512,7,2021-05-06
27236,28,9,2021-06-15
27237,998,41,2021-05-20
27238,134,54,2021-07-12
27239,622,55,2021-02-27
27240,490,18,2021-02-15
27241,565,18,2021-06-06
27242,729,28,2021-02-13
27243,505,57,2021-11-06
27244,14,7,2021-02-27
27245,276,20,2021-11-23
27246,392,36,2021-12-12
27247,546,14,2021-10-16
27248,62,11,2021-06-23
27249,771,15,2021-08-02
27250,279,50,2021-06-07
27251,824,49,2021-06-26
27252,15,33,2021-09-04
27253,804,11,2021-07-23
27254,772,17,2021-11-21
27255,391,45,2021-08-17
27256,318,5,2021-05-25
27257,302,5,2021-02-24
27258,69,56,2021-05-07
27259,81,28,2021-10-24
27260,731,13,2021-08-01
27261,930,28,2021-11-09
27262,985,46,2021-10-05
27263,118,41,2021-07-25
27264,848,41,2021-02-03
27265,899,8,2021-07-10
27266,118,52,2021-07-29
27267,758,11,2021-07-03
27268,933,33,2021-03-15
27269,988,14,2021-05-04
27270,197,33,2021-02-14
27271,228,14,2021-05-02
27272,206,7,2021-05-20
27273,832,42,2021-09-28
27274,464,4,2021-07-18
27275,181,38,2021-02-08
27276,742,4,2021-06-10
27277,303,33,2021-10-16
27278,516,4,2021-02-24
27279,861,24,2021-08-19
27280,273,58,2021-07-04
27281,507,28,2021-03-14
27282,650,12,2021-03-16
27283,255,14,2021-09-20
27284,170,9,2021-01-15
27285,715,42,2021-09-27
27286,613,18,2021-02-07
27287,256,21,2021-09-10
27288,189,15,2021-09-23
27289,221,19,2021-06-10
27290,889,34,2021-07-24
27291,558,54,2021-09-12
27292,537,33,2021-12-27
27293,994,26,2021-05-17
27294,554,28,2021-02-13
27295,880,6,2021-04-03
27296,591,3,2021-11-01
27297,327,57,2021-11-14
27298,495,7,2021-07-19
27299,87,18,2021-11-09
27300,355,22,2021-02-10
27301,618,11,2021-06-14
27302,433,40,2021-10-31
27303,733,56,2021-10-19
27304,348,47,2021-01-15
27305,169,59,2021-04-08
27306,19,39,2021-04-02
27307,313,41,2021-06-22
27308,304,45,2021-06-29
27309,370,23,2021-09-28
27310,633,41,2021-04-22
27311,146,26,2021-06-19
27312,295,34,2021-05-14
27313,143,57,2021-10-22
27314,927,7,2021-10-07
27315,380,41,2021-07-12
27316,485,31,2021-02-20
27317,589,59,2021-01-07
27318,544,2,2021-09-05
27319,371,13,2021-01-29
27320,482,61,2021-05-05
27321,772,23,2021-08-24
27322,971,20,2021-03-12
27323,132,37,2021-12-22
27324,292,6,2021-09-09
27325,956,54,2021-07-18
27326,348,38,2021-11-27
27327,538,31,2021-07-15
27328,24,19,2021-08-14
27329,967,12,2021-12-17
27330,50,58,2021-12-07
27331,67,28,2021-02-05
27332,366,33,2021-01-24
27333,974,57,2021-04-20
27334,632,23,2021-08-29
27335,338,52,2021-07-02
27336,580,49,2021-12-04
27337,769,7,2021-10-13
27338,313,49,2021-07-16
27339,197,40,2021-07-29
27340,224,24,2021-05-27
27341,275,42,2021-12-07
27342,15,46,2021-07-06
27343,388,48,2021-11-22
27344,246,39,2021-10-18
27345,239,45,2021-03-09
27346,867,17,2021-10-15
27347,221,55,2021-12-31
27348,389,38,2021-01-23
27349,740,34,2021-11-01
27350,290,9,2021-05-26
27351,549,19,2021-07-30
27352,567,17,2021-09-08
27353,376,13,2021-10-21
27354,219,6,2021-02-25
27355,865,19,2021-09-03
27356,858,55,2021-11-23
27357,923,18,2021-09-22
27358,7,44,2021-10-24
27359,279,40,2021-10-03
27360,492,43,2021-09-13
27361,771,4,2021-01-27
27362,166,43,2021-11-05
27363,656,13,2021-11-21
27364,379,27,2021-11-09
27365,504,38,2021-07-28
27366,878,54,2021-06-13
27367,405,1,2021-01-07
27368,179,43,2021-12-03
27369,111,39,2021-07-17
27370,192,29,2021-04-01
27371,152,17,2021-03-21
27372,363,50,2021-03-08
27373,662,19,2021-01-30
27374,158,38,2021-12-24
27375,993,49,2021-01-20
27376,528,30,2021-04-15
27377,701,23,2021-08-26
27378,528,16,2021-03-13
27379,59,40,2021-09-02
27380,957,57,2021-01-13
27381,963,11,2021-12-10
27382,985,52,2021-05-04
27383,794,7,2021-08-17
27384,964,55,2021-05-23
27385,580,47,2021-08-11
27386,775,49,2021-01-15
27387,593,47,2021-02-06
27388,851,39,2021-06-13
27389,357,37,2021-04-12
27390,780,5,2021-10-12
27391,182,28,2021-03-24
27392,428,35,2021-09-08
27393,388,49,2021-08-06
27394,711,17,2021-11-14
27395,318,10,2021-06-10
27396,949,45,2021-10-07
27397,578,6,2021-10-09
27398,78,20,2021-05-14
27399,713,3,2021-01-01
27400,262,39,2021-06-07
27401,115,55,2021-08-03
27402,48,52,2021-11-03
27403,681,57,2021-07-09
27404,946,31,2021-04-10
27405,683,24,2021-01-01
27406,37,6,2021-04-05
27407,428,1,2021-04-05
27408,597,6,2021-07-20
27409,327,40,2021-12-28
27410,513,56,2021-08-14
27411,623,19,2021-06-04
27412,726,53,2021-02-27
27413,593,4,2021-05-21
27414,214,55,2021-03-28
27415,800,24,2021-05-16
27416,540,46,2021-02-17
27417,257,59,2021-12-21
27418,4,58,2021-12-04
27419,629,11,2021-03-08
27420,748,34,2021-11-20
27421,972,34,2021-11-15
27422,932,41,2021-02-01
27423,668,2,2021-05-13
27424,786,13,2021-02-27
27425,775,46,2021-11-27
27426,522,31,2021-08-19
27427,248,16,2021-01-20
27428,221,24,2021-09-28
27429,68,1,2021-08-22
27430,539,61,2021-11-09
27431,76,6,2021-10-21
27432,453,43,2021-12-01
27433,735,21,2021-11-26
27434,824,31,2021-06-13
27435,362,15,2021-07-16
27436,485,40,2021-07-29
27437,188,13,2021-12-21
27438,423,36,2021-04-21
27439,277,3,2021-12-22
27440,306,34,2021-05-29
27441,683,20,2021-09-30
27442,840,49,2021-01-25
27443,100,36,2021-10-21
27444,188,11,2021-02-22
27445,175,58,2021-09-03
27446,45,29,2021-11-21
27447,70,46,2021-03-07
27448,863,11,2021-09-25
27449,774,49,2021-09-13
27450,120,47,2021-10-11
27451,265,48,2021-09-24
27452,669,19,2021-10-21
27453,495,49,2021-04-25
27454,216,54,2021-08-16
27455,350,3,2021-03-10
27456,267,10,2021-04-08
27457,986,19,2021-04-03
27458,535,45,2021-09-24
27459,378,25,2021-06-18
27460,483,27,2021-10-14
27461,402,3,2021-11-17
27462,373,26,2021-05-09
27463,372,27,2021-04-30
27464,483,58,2021-03-02
27465,264,44,2021-12-18
27466,873,10,2021-02-25
27467,158,56,2021-07-13
27468,923,13,2021-09-12
27469,434,39,2021-12-30
27470,622,46,2021-11-03
27471,575,52,2021-05-08
27472,703,1,2021-04-30
27473,758,12,2021-04-12
27474,8,17,2021-10-18
27475,856,38,2021-12-06
27476,162,38,2021-06-07
27477,271,8,2021-05-10
27478,42,45,2021-12-24
27479,284,14,2021-09-26
27480,224,33,2021-06-22
27481,784,9,2021-03-20
27482,564,51,2021-10-20
27483,502,55,2021-07-16
27484,81,9,2021-10-10
27485,301,27,2021-01-06
27486,567,13,2021-03-03
27487,22,20,2021-10-29
27488,604,34,2021-12-27
27489,371,10,2021-11-07
27490,236,48,2021-04-30
27491,899,50,2021-04-24
27492,665,20,2021-01-16
27493,538,46,2021-07-22
27494,677,12,2021-06-09
27495,571,40,2021-05-13
27496,482,53,2021-01-22
27497,496,51,2021-12-27
27498,497,24,2021-09-03
27499,268,38,2021-04-25
27500,250,33,2021-06-23
27501,737,56,2021-07-22
27502,364,4,2021-12-20
27503,64,59,2021-03-04
27504,502,30,2021-03-10
27505,785,23,2021-12-28
27506,198,32,2021-07-11
27507,469,54,2021-11-29
27508,76,17,2021-05-10
27509,331,58,2021-05-24
27510,927,10,2021-01-03
27511,880,18,2021-04-23
27512,546,9,2021-11-12
27513,522,32,2021-10-25
27514,450,42,2021-08-13
27515,466,9,2021-05-25
27516,839,40,2021-11-25
27517,424,15,2021-03-18
27518,731,36,2021-06-30
27519,371,33,2021-06-26
27520,236,43,2021-09-04
27521,992,38,2021-11-24
27522,880,48,2021-07-09
27523,970,11,2021-10-31
27524,447,36,2021-06-27
27525,700,48,2021-04-24
27526,801,30,2021-08-07
27527,501,37,2021-01-30
27528,746,9,2021-04-11
27529,31,12,2021-02-19
27530,289,27,2021-04-18
27531,534,57,2021-04-22
27532,96,32,2021-02-20
27533,428,11,2021-04-24
27534,677,34,2021-01-10
27535,152,38,2021-08-27
27536,580,12,2021-05-12
27537,349,10,2021-09-15
27538,856,36,2021-06-21
27539,199,38,2021-06-09
27540,624,22,2021-01-03
27541,418,31,2021-11-15
27542,531,28,2021-01-09
27543,695,47,2021-08-05
27544,844,53,2021-12-27
27545,813,4,2021-09-17
27546,288,49,2021-12-16
27547,923,6,2021-02-03
27548,20,59,2021-05-08
27549,225,60,2021-12-25
27550,93,42,2021-10-06
27551,993,8,2021-01-08
27552,79,20,2021-04-10
27553,611,1,2021-10-17
27554,454,16,2021-02-20
27555,941,12,2021-02-21
27556,751,47,2021-03-23
27557,430,10,2021-02-21
27558,663,19,2021-05-06
27559,614,41,2021-05-28
27560,35,36,2021-07-24
27561,824,61,2021-01-22
27562,464,1,2021-03-19
27563,806,30,2021-05-19
27564,571,49,2021-09-17
27565,934,34,2021-02-10
27566,129,26,2021-02-20
27567,133,1,2021-08-19
27568,611,37,2021-09-01
27569,435,17,2021-08-08
27570,241,11,2021-09-26
27571,844,48,2021-11-22
27572,101,2,2021-03-31
27573,513,9,2021-09-14
27574,195,6,2021-04-28
27575,955,41,2021-09-27
27576,20,55,2021-09-22
27577,333,5,2021-04-27
27578,762,20,2021-08-07
27579,497,26,2021-11-09
27580,973,49,2021-01-12
27581,739,49,2021-08-05
27582,384,5,2021-05-04
27583,542,46,2021-05-10
27584,908,32,2021-11-25
27585,380,35,2021-01-22
27586,7,23,2021-08-07
27587,614,60,2021-07-10
27588,981,11,2021-10-27
27589,818,7,2021-01-12
27590,237,44,2021-08-16
27591,552,44,2021-11-27
27592,355,34,2021-02-07
27593,431,41,2021-03-17
27594,197,34,2021-02-20
27595,593,38,2021-06-09
27596,269,13,2021-11-26
27597,794,51,2021-10-06
27598,691,6,2021-11-30
27599,325,30,2021-09-06
27600,952,37,2021-12-23
27601,192,55,2021-12-20
27602,325,39,2021-05-19
27603,307,45,2021-08-11
27604,588,41,2021-04-20
27605,775,3,2021-06-27
27606,986,46,2021-03-19
27607,844,53,2021-02-09
27608,394,38,2021-11-25
27609,581,45,2021-01-04
27610,678,56,2021-04-06
27611,490,40,2021-03-25
27612,155,60,2021-01-31
27613,141,23,2021-01-20
27614,844,4,2021-07-17
27615,315,47,2021-10-01
27616,850,60,2021-08-22
27617,731,19,2021-08-25
27618,52,3,2021-08-27
27619,84,59,2021-11-06
27620,733,20,2021-10-23
27621,39,49,2021-09-26
27622,185,38,2021-02-17
27623,631,29,2021-08-31
27624,517,9,2021-11-08
27625,39,11,2021-11-03
27626,242,18,2021-06-18
27627,912,37,2021-03-28
27628,386,47,2021-02-26
27629,395,20,2021-05-26
27630,969,46,2021-01-13
27631,411,52,2021-04-09
27632,997,19,2021-02-07
27633,126,46,2021-08-17
27634,516,24,2021-10-24
27635,310,56,2021-02-10
27636,854,18,2021-08-27
27637,334,40,2021-09-20
27638,972,18,2021-10-29
27639,192,26,2021-05-21
27640,522,21,2021-01-10
27641,974,54,2021-02-08
27642,167,34,2021-01-11
27643,421,43,2021-08-28
27644,688,31,2021-12-12
27645,441,22,2021-11-21
27646,173,40,2021-08-17
27647,57,48,2021-11-02
27648,30,48,2021-12-13
27649,510,14,2021-12-09
27650,105,29,2021-07-25
27651,151,17,2021-04-07
27652,260,9,2021-02-22
27653,784,50,2021-08-12
27654,349,49,2021-11-14
27655,538,43,2021-02-09
27656,387,27,2021-04-08
27657,942,22,2021-07-24
27658,319,60,2021-06-27
27659,94,55,2021-10-19
27660,590,25,2021-12-28
27661,901,3,2021-04-10
27662,636,55,2021-10-11
27663,871,40,2021-04-28
27664,635,60,2021-03-17
27665,178,51,2021-12-07
27666,184,9,2021-12-28
27667,34,61,2021-03-10
27668,110,35,2021-12-25
27669,638,54,2021-02-20
27670,570,51,2021-04-29
27671,940,38,2021-06-16
27672,799,33,2021-11-03
27673,754,22,2021-11-12
27674,489,24,2021-12-05
27675,200,41,2021-06-05
27676,877,20,2021-08-15
27677,929,44,2021-12-14
27678,191,7,2021-11-17
27679,906,15,2021-02-28
27680,220,39,2021-07-24
27681,328,15,2021-04-05
27682,679,23,2021-06-05
27683,819,26,2021-07-22
27684,129,3,2021-05-21
27685,386,56,2021-09-05
27686,449,31,2021-03-23
27687,713,41,2021-02-03
27688,318,25,2021-12-15
27689,296,20,2021-11-14
27690,198,13,2021-10-13
27691,813,59,2021-05-14
27692,767,38,2021-12-13
27693,347,22,2021-05-05
27694,710,12,2021-08-15
27695,104,22,2021-01-18
27696,196,22,2021-06-01
27697,109,18,2021-03-11
27698,111,42,2021-08-27
27699,549,46,2021-08-16
27700,325,2,2021-11-28
27701,705,23,2021-08-09
27702,305,3,2021-03-19
27703,27,61,2021-07-01
27704,798,39,2021-10-05
27705,694,12,2021-10-31
27706,888,26,2021-04-10
27707,891,59,2021-10-27
27708,253,47,2021-02-06
27709,725,34,2021-03-27
27710,313,20,2021-05-05
27711,424,54,2021-08-14
27712,936,53,2021-04-27
27713,924,38,2021-12-02
27714,773,41,2021-08-01
27715,362,40,2021-01-10
27716,83,21,2021-12-21
27717,452,12,2021-01-17
27718,697,44,2021-04-22
27719,288,44,2021-04-12
27720,481,36,2021-09-15
27721,682,45,2021-03-31
27722,97,17,2021-11-20
27723,403,30,2021-07-05
27724,868,56,2021-04-25
27725,310,20,2021-07-09
27726,336,18,2021-05-23
27727,692,30,2021-07-23
27728,288,34,2021-10-12
27729,856,38,2021-03-20
27730,127,21,2021-05-09
27731,680,40,2021-12-31
27732,258,20,2021-04-06
27733,608,21,2021-12-15
27734,369,5,2021-10-31
27735,21,32,2021-05-26
27736,426,23,2021-04-08
27737,515,24,2021-02-20
27738,293,6,2021-06-21
27739,358,37,2021-09-14
27740,821,56,2021-02-19
27741,741,46,2021-09-10
27742,359,48,2021-05-13
27743,265,61,2021-10-12
27744,253,19,2021-05-01
27745,920,57,2021-12-15
27746,174,38,2021-02-20
27747,713,15,2021-03-03
27748,968,21,2021-09-04
27749,309,49,2021-01-08
27750,121,10,2021-10-04
27751,717,11,2021-02-01
27752,557,12,2021-05-11
27753,759,50,2021-08-19
27754,980,56,2021-06-15
27755,91,30,2021-08-30
27756,357,8,2021-03-26
27757,203,14,2021-11-06
27758,100,56,2021-01-28
27759,484,39,2021-07-27
27760,608,15,2021-12-12
27761,433,15,2021-06-30
27762,197,24,2021-08-30
27763,229,15,2021-10-24
27764,867,18,2021-10-08
27765,924,55,2021-11-21
27766,753,25,2021-03-01
27767,166,60,2021-03-18
27768,546,44,2021-04-23
27769,90,38,2021-08-28
27770,433,52,2021-12-05
27771,928,61,2021-12-19
27772,288,19,2021-08-20
27773,221,30,2021-10-30
27774,273,58,2021-06-22
27775,570,51,2021-01-29
27776,666,26,2021-03-19
27777,36,15,2021-12-22
27778,535,36,2021-10-30
27779,197,10,2021-08-13
27780,625,53,2021-11-05
27781,753,5,2021-05-16
27782,972,10,2021-03-15
27783,75,7,2021-07-27
27784,959,55,2021-08-06
27785,162,61,2021-07-11
27786,878,36,2021-09-09
27787,745,40,2021-11-16
27788,761,37,2021-04-30
27789,277,43,2021-01-28
27790,680,1,2021-05-01
27791,278,39,2021-09-24
27792,698,8,2021-06-11
27793,306,20,2021-09-29
27794,358,4,2021-05-12
27795,906,21,2021-04-15
27796,64,47,2021-06-02
27797,422,39,2021-08-04
27798,855,32,2021-08-01
27799,841,45,2021-04-04
27800,908,36,2021-12-02
27801,190,13,2021-12-07
27802,536,37,2021-02-03
27803,12,29,2021-07-29
27804,136,39,2021-04-16
27805,729,29,2021-02-05
27806,893,32,2021-08-11
27807,939,16,2021-07-16
27808,289,34,2021-11-14
27809,949,56,2021-11-09
27810,854,14,2021-04-07
27811,318,51,2021-12-08
27812,133,26,2021-02-21
27813,902,31,2021-09-07
27814,957,57,2021-04-14
27815,963,56,2021-03-02
27816,149,32,2021-09-06
27817,511,19,2021-05-11
27818,915,16,2021-11-06
27819,903,12,2021-10-20
27820,533,26,2021-11-21
27821,396,42,2021-10-11
27822,976,26,2021-09-19
27823,293,4,2021-09-09
27824,299,10,2021-07-13
27825,455,27,2021-12-03
27826,37,48,2021-01-13
27827,316,24,2021-05-12
27828,220,39,2021-03-11
27829,327,22,2021-07-23
27830,967,10,2021-04-10
27831,966,22,2021-08-28
27832,537,50,2021-04-28
27833,413,4,2021-12-16
27834,417,51,2021-03-13
27835,886,15,2021-06-14
27836,621,55,2021-08-13
27837,543,6,2021-09-11
27838,252,44,2021-08-17
27839,372,43,2021-01-08
27840,237,61,2021-10-30
27841,998,43,2021-02-26
27842,320,1,2021-11-11
27843,34,49,2021-01-26
27844,319,10,2021-09-13
27845,227,25,2021-09-06
27846,264,47,2021-07-19
27847,792,9,2021-09-07
27848,929,32,2021-04-15
27849,322,41,2021-03-07
27850,330,5,2021-09-14
27851,887,20,2021-01-04
27852,350,18,2021-09-06
27853,406,30,2021-09-02
27854,618,47,2021-08-27
27855,204,14,2021-11-26
27856,832,32,2021-12-10
27857,718,18,2021-04-06
27858,806,33,2021-04-20
27859,498,48,2021-12-12
27860,996,35,2021-11-13
27861,432,25,2021-06-18
27862,18,25,2021-05-04
27863,456,19,2021-12-15
27864,663,49,2021-06-08
27865,941,36,2021-11-03
27866,952,25,2021-06-30
27867,532,34,2021-01-20
27868,392,24,2021-10-28
27869,121,46,2021-02-17
27870,429,6,2021-09-27
27871,535,21,2021-02-12
27872,325,58,2021-10-27
27873,999,17,2021-10-21
27874,595,48,2021-01-09
27875,372,15,2021-03-23
27876,196,18,2021-12-20
27877,209,43,2021-04-15
27878,83,6,2021-01-24
27879,646,53,2021-01-19
27880,32,1,2021-12-07
27881,880,20,2021-08-04
27882,975,22,2021-06-19
27883,580,46,2021-02-03
27884,786,14,2021-12-10
27885,26,9,2021-10-17
27886,976,14,2021-11-19
27887,987,45,2021-03-08
27888,512,25,2021-04-17
27889,108,39,2021-06-05
27890,23,22,2021-09-16
27891,125,2,2021-07-08
27892,503,30,2021-06-13
27893,763,37,2021-03-29
27894,269,5,2021-01-24
27895,293,32,2021-11-01
27896,357,54,2021-05-28
27897,65,38,2021-05-02
27898,839,47,2021-09-19
27899,482,21,2021-05-16
27900,87,35,2021-12-25
27901,165,6,2021-03-27
27902,151,42,2021-05-10
27903,432,37,2021-06-07
27904,883,20,2021-04-05
27905,320,32,2021-09-17
27906,681,19,2021-06-24
27907,80,16,2021-03-06
27908,406,21,2021-03-20
27909,66,19,2021-01-15
27910,804,52,2021-11-11
27911,299,47,2021-02-20
27912,565,16,2021-01-12
27913,510,17,2021-08-25
27914,612,3,2021-02-12
27915,204,25,2021-02-24
27916,860,26,2021-04-02
27917,780,8,2021-08-12
27918,992,53,2021-10-14
27919,412,34,2021-02-03
27920,516,27,2021-11-09
27921,734,32,2021-03-10
27922,264,29,2021-10-04
27923,640,61,2021-04-13
27924,497,27,2021-05-01
27925,447,4,2021-08-29
27926,913,45,2021-12-21
27927,615,42,2021-05-12
27928,491,2,2021-09-28
27929,564,54,2021-02-09
27930,557,8,2021-01-30
27931,409,32,2021-10-19
27932,365,26,2021-09-02
27933,553,22,2021-11-19
27934,2,53,2021-10-17
27935,385,55,2021-02-21
27936,706,28,2021-01-12
27937,481,26,2021-02-24
27938,85,32,2021-06-18
27939,162,22,2021-12-16
27940,545,61,2021-01-06
27941,898,18,2021-08-04
27942,603,53,2021-03-05
27943,108,17,2021-05-21
27944,31,27,2021-07-21
27945,959,37,2021-07-08
27946,342,43,2021-09-13
27947,731,53,2021-03-15
27948,221,52,2021-08-26
27949,169,18,2021-11-29
27950,694,5,2021-05-14
27951,433,7,2021-11-14
27952,728,57,2021-10-15
27953,792,9,2021-10-23
27954,345,17,2021-05-15
27955,61,18,2021-08-17
27956,826,42,2021-12-04
27957,588,30,2021-08-17
27958,721,28,2021-03-22
27959,466,30,2021-01-07
27960,952,51,2021-10-27
27961,925,42,2021-10-17
27962,304,44,2021-07-31
27963,805,12,2021-07-20
27964,28,31,2021-06-21
27965,803,48,2021-08-23
27966,348,22,2021-04-09
27967,636,34,2021-03-18
27968,775,15,2021-02-17
27969,493,52,2021-10-05
27970,943,48,2021-04-14
27971,693,11,2021-11-09
27972,586,25,2021-11-13
27973,430,4,2021-02-11
27974,657,34,2021-02-03
27975,556,18,2021-01-22
27976,941,41,2021-05-08
27977,704,37,2021-03-08
27978,246,32,2021-02-27
27979,791,8,2021-04-11
27980,419,60,2021-11-11
27981,306,1,2021-01-16
27982,937,18,2021-07-01
27983,527,3,2021-02-06
27984,63,37,2021-01-24
27985,542,48,2021-12-27
27986,299,33,2021-11-22
27987,380,60,2021-09-23
27988,144,61,2021-02-22
27989,20,36,2021-03-22
27990,19,52,2021-07-14
27991,499,61,2021-08-06
27992,287,26,2021-04-26
27993,384,4,2021-08-16
27994,738,20,2021-12-01
27995,599,44,2021-05-30
27996,348,1,2021-09-10
27997,256,7,2021-05-16
27998,703,30,2021-09-15
27999,636,10,2021-06-12
28000,954,30,2021-06-18
28001,956,55,2021-06-06
28002,954,60,2021-01-25
28003,285,57,2021-08-06
28004,70,49,2021-08-28
28005,16,15,2021-10-13
28006,550,11,2021-04-18
28007,504,24,2021-09-08
28008,531,28,2021-01-17
28009,722,50,2021-02-23
28010,99,14,2021-04-29
28011,434,34,2021-05-03
28012,580,37,2021-06-09
28013,384,8,2021-03-07
28014,961,15,2021-04-25
28015,773,48,2021-11-16
28016,980,2,2021-02-22
28017,835,17,2021-12-07
28018,29,55,2021-06-08
28019,845,55,2021-11-15
28020,243,37,2021-10-02
28021,169,43,2021-12-21
28022,136,16,2021-07-08
28023,393,17,2021-05-12
